id,treadssk,tmathssk,T1,T2,sch_inner_city,sbirthdate_yq,sfemale,swhite,sfree_lunch,ttotexpk,tmasters,twhite
3115,421,454,1,0,1,1980.5,0,0,1,22,1,1
3150,,,0,1,0,1980.25,1,1,1,1,0,1
3229,410,494,0,1,1,1980.25,1,0,1,2,0,1
3286,465,626,0,1,1,1979.75,1,0,0,2,0,1
3386,436,500,0,0,0,1980.5,0,1,0,11,0,1
3431,398,449,1,0,0,1979.75,0,1,1,5,1,1
3446,442,528,1,0,0,1979.75,1,1,0,8,1,1
3484,461,500,1,0,0,1980.25,0,1,0,11,0,1
3510,436,506,0,0,0,1979.75,0,1,1,13,1,1
3575,428,473,0,1,0,1979.75,0,1,0,5,0,1
3624,411,444,0,0,1,1979.75,0,0,1,0,0,1
3645,436,459,1,0,0,1980.25,0,1,0,5,1,1
3696,,,0,0,1,1980,0,0,1,6,1,1
3708,436,463,0,1,0,1980.25,1,1,0,4,1,1
3723,428,559,1,0,0,1980.5,0,1,0,12,0,1
3739,472,536,0,0,0,1980.5,0,1,0,5,0,1
3757,434,473,1,0,1,1980.25,0,0,1,11,0,1
3767,443,500,0,1,0,1979.75,0,1,0,8,1,1
3790,424,520,0,1,0,1980.25,0,1,1,2,0,1
3801,418,473,1,0,1,1980.5,0,0,1,22,1,1
3824,428,500,0,0,1,1980,0,0,1,11,0,1
3857,440,468,0,1,1,1980,0,0,1,14,0,1
3869,436,513,1,0,0,1980.25,0,1,0,7,0,1
3886,433,506,0,1,1,1980.25,0,0,0,13,1,0
3901,448,473,1,0,0,1980.25,0,1,0,8,0,0
3915,474,506,0,1,0,1980.5,0,0,1,3,0,1
3953,414,484,0,0,0,1980,0,0,1,15,1,1
4026,411,468,0,1,0,1980.5,1,1,0,20,0,1
4042,422,468,0,1,0,1980.5,1,0,0,11,0,0
4063,395,412,0,1,0,1980,1,1,0,20,0,1
4110,407,459,0,0,0,1980.25,1,0,1,6,0,1
4142,472,506,0,0,0,1980.25,1,1,0,11,0,1
4157,402,463,0,1,0,1980.25,1,1,1,12,1,1
4170,428,500,0,0,0,1980.5,1,1,0,6,0,1
4185,413,463,0,0,0,1980.5,0,1,0,12,1,1
4253,443,468,0,0,0,1980.25,0,1,1,18,0,0
4268,418,434,1,0,0,1978.25,0,1,1,14,0,1
4282,403,418,0,1,0,1980.5,0,1,1,2,0,1
4305,442,484,0,1,0,1980,1,1,1,11,0,1
4321,443,528,0,1,1,1980,1,0,1,1,0,0
4366,410,494,1,0,0,1980.25,0,0,0,17,0,1
4397,403,439,1,0,1,1980.25,1,0,1,0,0,1
4416,433,489,0,1,0,1980,0,1,1,17,1,1
4464,422,528,0,0,0,1980,0,1,0,0,0,1
4488,434,536,1,0,0,1979.75,0,1,0,27,0,1
4513,,,0,1,0,1980,1,1,0,12,0,0
4521,,,1,0,0,1980.5,0,1,0,14,0,1
4569,433,468,0,1,0,1980.5,1,0,1,13,0,1
4583,440,559,0,1,0,1979.75,1,1,0,17,1,1
4618,461,559,0,0,0,1979.5,0,1,0,20,0,1
4703,413,459,1,0,0,1980,1,1,0,17,0,1
4749,445,559,0,1,0,1980.25,0,1,1,4,0,1
4759,507,536,1,0,0,1979.75,0,1,0,3,0,1
4778,490,576,0,1,0,1980.5,1,1,0,15,0,1
4790,,454,1,0,0,1979.75,0,0,0,3,0,1
4814,451,536,0,0,0,1980.25,1,1,0,6,1,1
4828,474,536,0,0,0,1980.25,1,1,0,10,1,1
4844,414,429,1,0,1,1980.25,0,0,1,22,1,1
4889,400,423,0,1,0,1979.5,0,1,0,4,0,1
4913,468,489,0,0,0,1980,1,1,0,16,0,1
4921,386,399,0,0,0,1980.5,0,1,0,8,0,1
4943,424,478,0,0,1,1980,0,0,1,6,0,0
4958,430,473,1,0,0,1980.25,1,1,1,8,1,1
4969,,,1,0,0,1979.5,0,1,1,3,0,1
5008,453,520,0,0,0,1980,1,1,1,15,1,1
5019,456,528,0,0,1,1980.5,0,0,0,10,0,0
5062,451,576,0,1,0,1979.75,0,1,0,15,0,1
5102,440,484,0,1,0,1980.25,1,1,0,8,1,1
5143,445,459,0,1,0,1979.75,1,1,1,10,1,1
5164,445,468,1,0,0,1980.25,1,1,0,14,1,1
5198,402,468,1,0,0,1980.25,1,1,1,9,1,1
5217,,,1,0,1,1980,1,0,1,6,0,0
5227,414,484,1,0,0,1980.5,1,1,0,12,1,1
5238,421,478,0,0,0,1979.75,1,1,0,3,0,1
5281,408,449,0,1,1,1980,1,0,1,6,0,0
5375,393,454,1,0,1,1980,1,0,1,1,0,1
5392,398,429,0,1,1,1980,0,0,1,6,0,0
5415,450,513,0,1,0,1979.75,1,1,0,1,0,1
5512,445,468,1,0,0,1980.75,1,1,0,8,1,1
5534,424,500,0,0,0,1980.25,0,1,1,13,1,1
5565,467,500,1,0,0,1980.25,1,1,0,10,0,1
5599,400,459,0,1,0,1980,0,1,0,13,1,1
5613,434,513,0,1,0,1980.25,1,1,1,9,1,1
5625,,,0,1,0,1980.5,1,1,1,13,1,1
5648,390,418,1,0,0,1980,1,1,1,5,1,1
5659,416,473,1,0,0,1980.5,1,1,0,13,1,1
5691,,,0,1,0,1980.5,0,1,0,19,0,1
5712,425,449,0,0,0,1980,1,1,1,8,0,1
5799,470,463,0,0,1,1979.75,1,0,1,6,0,0
5824,472,459,0,0,0,1980,1,1,1,11,1,1
5871,428,528,0,0,0,1980,0,1,0,8,0,1
5882,436,459,0,1,0,1979.5,0,1,0,19,0,0
5899,470,489,1,0,1,1980.5,1,0,1,20,0,0
5910,439,559,0,0,0,1979.75,0,1,1,8,0,1
5951,430,494,1,0,0,1980,1,1,0,5,1,1
5976,467,506,1,0,0,1979.75,0,0,0,9,1,1
6012,440,468,1,0,0,1980.25,1,1,0,,0,0
6065,470,536,1,0,0,1980,1,1,1,10,1,1
6079,434,494,0,0,0,1980,1,0,1,18,0,0
6095,434,484,1,0,0,1980,0,0,0,10,1,1
6171,397,412,0,1,1,1980.5,0,0,1,3,0,1
6205,445,559,0,1,0,1980.25,0,1,0,12,0,1
6223,421,506,1,0,0,1980,1,1,0,3,0,1
6251,408,489,0,1,1,1980.5,1,0,1,5,0,1
6280,565,547,1,0,0,1979.75,0,1,0,9,0,1
6313,428,500,0,1,0,1980.5,1,1,0,6,1,1
6379,390,473,1,0,0,1980.5,1,0,0,12,0,0
6393,405,434,0,0,0,1979.5,1,1,1,8,1,0
6410,447,489,0,1,0,1980.5,1,1,0,10,0,1
6556,407,444,0,1,0,1980.25,0,1,1,8,1,1
6571,414,418,1,0,1,1980.5,1,0,1,22,1,1
6592,434,489,0,0,0,1980,0,1,0,2,0,1
6607,456,576,0,0,1,1980,1,0,1,11,0,1
6640,418,463,0,0,1,1980,0,0,1,0,0,0
6655,433,473,0,0,0,1980,1,1,1,14,0,1
6700,465,489,1,0,1,1980.25,1,0,1,20,0,0
6715,434,459,1,0,0,1980.5,0,0,1,1,0,0
6743,427,520,0,0,0,1979.75,0,1,0,0,0,1
6801,437,484,1,0,1,1980,1,0,1,7,0,1
6824,503,513,0,1,0,1979.75,0,1,0,7,0,1
6892,,,0,1,1,1980.25,1,0,1,10,1,0
6937,442,468,0,0,1,1980.5,0,0,1,7,1,1
6956,414,478,1,0,0,1979.25,0,0,1,15,1,0
6971,421,418,1,0,0,1980.5,0,0,0,7,0,1
6990,421,513,0,0,1,1980.25,1,0,1,0,0,1
7005,431,506,0,1,0,1980.25,1,1,0,21,0,1
7015,450,576,0,0,1,1979.75,0,0,1,0,0,1
7033,425,459,1,0,0,1980.5,1,0,0,12,1,1
7079,428,520,0,1,0,1979.75,0,1,1,12,1,1
7104,456,576,1,0,0,1980,1,1,1,20,1,1
7136,605,559,1,0,0,1980,0,1,0,5,1,1
7147,416,412,1,0,1,1980.5,1,0,1,10,1,0
7163,395,489,1,0,0,1980.5,0,1,1,11,1,1
7197,467,528,0,0,1,1980.25,1,0,1,12,0,0
7209,,,0,0,0,1980.5,0,0,0,1,0,1
7261,390,444,1,0,1,1980.25,0,0,1,9,0,1
7278,413,454,0,0,0,1980.25,0,0,0,0,0,1
7311,440,500,1,0,0,1980,1,0,0,1,0,0
7324,410,444,0,1,0,1980.25,0,1,0,1,0,1
7350,445,478,1,0,0,1979.75,1,1,1,9,1,1
7367,453,536,0,1,0,1979.75,0,1,0,5,0,1
7440,480,528,1,0,0,1980,1,1,0,15,0,0
7447,483,513,0,1,0,1979.75,1,0,1,3,0,1
7467,407,478,1,0,0,1980.5,1,0,0,8,0,0
7488,,,0,0,0,1979,0,1,0,12,0,1
7504,411,468,0,1,1,1980,1,0,1,1,0,1
7520,397,463,0,0,0,1980,0,1,1,2,0,1
7581,455,547,1,0,0,1980.25,0,0,0,17,0,1
7610,413,484,1,0,0,1980.5,1,1,0,13,1,1
7645,407,468,1,0,1,1980.25,1,1,1,9,0,1
7663,402,468,1,0,0,1980,0,1,0,8,0,1
7694,424,449,1,0,0,1980.25,1,1,1,13,0,1
7713,440,489,1,0,0,1980,1,1,1,9,1,1
7718,421,478,0,0,0,1979.75,0,1,1,10,0,1
7738,554,559,0,0,0,1980.5,1,1,0,14,0,1
7750,439,484,1,0,0,1979.75,1,0,1,10,1,1
7766,411,449,0,0,1,1979.75,0,0,1,2,0,1
7831,425,454,0,1,1,1979.75,0,0,0,1,0,1
7855,427,478,1,0,0,1980,0,0,0,7,0,1
7881,439,454,1,0,0,1980.5,0,1,0,9,0,1
7901,458,484,0,1,0,1980.25,0,1,0,4,0,1
7945,430,484,1,0,0,1980.5,1,1,0,9,0,1
7979,408,454,0,0,1,1980.5,0,0,1,11,1,0
7999,407,429,0,1,0,1980,1,0,1,1,0,1
8025,433,513,0,0,0,1980.5,0,1,1,0,0,1
8039,436,473,0,0,0,1979.75,0,1,1,0,0,1
8118,418,423,0,1,0,1979.75,1,0,0,3,0,1
8150,443,463,0,0,1,1979.75,1,0,1,15,1,0
8174,403,478,0,1,0,1980.25,1,0,1,3,0,1
8205,419,459,0,0,0,1980.25,1,1,0,13,1,1
8240,408,459,1,0,0,1980,1,1,1,10,1,1
8250,,,0,1,0,1979.5,0,1,1,6,1,1
8304,433,478,0,0,1,1980,0,0,0,3,1,0
8315,411,423,1,0,0,1980.5,0,1,0,3,0,1
8349,,,0,0,0,1980.25,0,1,0,10,0,1
8374,503,559,0,0,0,1979.75,0,1,0,10,0,1
8414,463,449,0,0,0,1980.25,1,1,1,11,1,1
8464,388,463,1,0,0,1980,1,1,0,3,0,1
8474,414,449,1,0,0,1980.5,0,1,0,5,1,1
8521,390,459,1,0,0,1980.5,0,1,0,11,1,1
8543,413,454,0,1,0,1979,0,1,1,12,1,1
8569,470,494,1,0,0,1980.5,0,1,1,14,1,1
8587,405,434,1,0,1,1980.5,0,0,1,6,0,1
8608,442,547,0,1,0,1980,0,0,0,11,0,0
8617,393,429,0,0,0,1980.5,1,1,1,8,0,1
8636,418,494,1,0,0,1980.25,1,1,0,18,0,1
8696,443,500,0,0,0,1979.75,1,1,0,16,0,1
8716,428,468,1,0,1,1980.25,0,0,1,1,0,0
8729,410,444,0,0,0,1979.5,0,1,0,15,0,1
8753,437,500,0,0,0,1980,1,1,1,10,0,1
8779,461,506,1,0,1,1980.5,0,0,0,20,0,0
8826,472,528,0,0,0,1980.5,0,1,1,1,0,0
8890,,459,1,0,0,1980.5,1,0,0,3,0,1
8903,434,506,0,1,1,1980.75,0,0,1,9,0,0
8969,427,439,0,1,0,1980.5,0,1,0,15,1,1
8984,453,559,0,0,0,1979.75,0,1,1,8,0,1
9004,418,478,0,0,0,1980.25,1,0,1,4,0,1
9037,445,494,0,0,0,1980.25,1,1,1,4,0,1
9069,,,0,0,0,1979.25,0,1,1,16,0,1
9085,463,484,0,1,0,1980.25,0,0,0,16,0,0
9102,437,484,0,0,0,1980.25,1,1,0,13,1,1
9117,411,468,0,0,0,1980.25,0,1,1,4,0,1
9137,434,528,0,1,0,1980,0,1,1,9,1,1
9151,433,439,0,0,0,1980,1,0,0,13,1,1
9168,456,506,1,0,0,1980,1,0,1,1,0,0
9178,398,459,0,0,1,1980.5,1,0,0,9,0,0
9199,463,559,0,0,0,1980,0,1,1,4,0,1
9211,470,576,0,1,0,1980.5,0,0,1,12,0,0
9247,411,439,0,0,0,1980,0,1,0,11,0,1
9265,413,500,0,1,1,1980,1,0,1,1,0,1
9270,440,520,1,0,0,1979.75,1,1,0,8,1,1
9303,395,459,0,0,1,1979.75,1,0,1,2,0,1
9327,434,489,0,1,0,1980,0,1,0,11,0,1
9345,492,528,0,0,0,1980,0,1,0,13,1,1
9373,465,559,0,1,0,1980.25,1,1,1,14,1,0
9405,448,473,0,1,0,1980.25,1,1,1,6,1,1
9455,411,405,0,0,0,1980,0,1,0,11,0,1
9471,518,602,0,0,0,1980,1,1,0,12,1,1
9478,422,484,0,1,0,1979.75,0,1,1,6,1,1
9535,,,0,1,1,1980,0,0,1,3,0,1
9542,470,547,0,1,0,1979.75,0,1,0,4,0,1
9567,443,484,1,0,0,1980,0,0,1,15,1,0
9595,428,449,1,0,0,1980.5,1,1,1,5,1,1
9609,397,454,0,1,1,1980.5,0,0,1,9,0,1
9631,,,1,0,0,1980,0,0,1,15,1,0
9657,,,1,0,1,1980.5,0,0,1,5,0,0
9681,390,459,0,1,0,1980,0,1,0,1,0,1
9697,418,473,1,0,1,1980,0,0,1,1,0,1
9719,470,484,0,0,0,1979.75,0,0,1,10,0,1
9744,431,513,1,0,0,1980,1,1,1,3,0,1
9777,580,536,0,1,0,1980,1,0,0,12,0,1
9790,456,478,0,1,0,1980.25,1,1,0,8,1,1
9805,,,0,0,1,1980.25,1,0,1,0,0,0
9851,433,513,1,0,0,1980.5,1,0,0,21,0,0
9883,403,473,0,1,0,1980.5,1,1,0,12,1,1
9911,408,473,0,1,0,1979.75,0,1,0,15,0,1
9953,416,478,1,0,0,1980,1,1,1,8,1,1
9984,443,484,0,0,1,1980,1,0,1,1,0,0
10010,421,459,0,1,0,1979.5,0,1,0,20,1,1
10023,442,536,0,1,0,1979.75,0,1,0,6,0,1
10044,424,528,1,0,0,1980.25,1,1,1,9,0,1
10061,421,484,0,0,1,1980.25,0,0,0,9,0,0
10074,450,494,0,0,0,1980.5,0,1,0,5,0,1
10090,397,418,1,0,1,1980.5,0,0,1,6,0,1
10125,450,439,0,0,1,1980.25,1,0,1,0,0,0
10139,410,473,0,0,0,1980.5,0,0,1,4,0,1
10153,510,626,0,1,0,1980.5,1,1,0,14,0,1
10188,,,0,0,0,1980.25,0,1,0,2,0,1
10201,,,0,1,1,1980.5,0,0,1,21,0,0
10225,418,423,0,0,1,1980,0,0,1,12,0,1
10233,408,444,1,0,1,1980.5,1,0,1,22,1,1
10298,467,500,0,1,0,1980.5,1,1,0,2,0,1
10314,424,444,1,0,0,1980.5,0,1,1,13,0,1
10329,436,468,0,0,0,1980.5,0,1,0,8,0,1
10353,447,536,0,0,0,1980,1,0,1,6,1,1
10363,468,494,0,1,0,1980.5,0,1,0,3,0,1
10380,,,0,1,0,1980.25,0,1,0,6,1,1
10492,430,473,0,1,0,1980.25,1,1,0,15,0,1
10512,388,454,1,0,0,1980,0,0,1,12,1,1
10523,422,449,1,0,0,1980.5,1,1,1,2,0,1
10539,,,0,0,0,1980.5,0,0,0,20,0,0
10569,424,463,1,0,0,1980.5,0,1,0,9,1,1
10622,442,489,0,0,0,1980.25,1,1,0,17,1,1
10631,418,429,0,1,0,1979.75,0,1,0,14,0,1
10647,447,454,1,0,0,1979.75,1,1,0,17,0,1
10684,485,536,0,0,0,1980.25,1,1,0,15,1,1
10697,407,468,1,0,1,1980.5,0,0,1,6,0,0
10726,431,500,1,0,0,1979.75,1,1,0,8,0,0
10749,448,484,1,0,0,1980.25,0,1,1,9,0,1
10783,450,547,0,0,0,1980,1,0,1,4,0,1
10799,465,536,1,0,0,1980,1,1,0,13,1,1
10809,408,454,0,0,0,1980.5,0,1,0,3,0,0
10841,,,1,0,0,1980.5,0,0,1,2,0,1
10957,431,463,1,0,0,1980.25,1,1,0,13,0,1
10971,434,473,1,0,1,1980.5,0,0,1,5,1,1
10993,434,489,0,1,0,1980,1,1,0,11,0,1
11005,465,528,0,1,0,1980.25,1,1,1,7,0,1
11050,407,489,0,0,1,1980.5,1,0,1,10,0,0
11072,431,478,0,1,0,1980,1,1,0,12,1,1
11151,393,473,0,0,1,1980,0,0,0,9,0,0
11196,360,320,0,0,1,1980.25,1,0,1,6,1,1
11254,408,463,0,0,0,1979.75,0,1,0,1,0,1
11274,518,602,0,1,1,1980.5,0,0,1,3,0,0
11295,436,500,0,0,0,1980,1,1,0,1,0,1
11307,403,444,0,0,0,1980.5,0,0,1,0,0,1
11319,485,528,0,1,0,1979.75,1,1,0,8,1,1
11344,448,536,0,1,0,1980,0,1,0,6,0,1
11351,467,536,0,0,0,1979.75,0,1,0,11,0,1
11374,428,473,0,0,1,1980.25,1,0,1,15,1,0
11386,465,513,0,0,1,1980.5,0,0,1,10,0,0
11457,492,513,1,0,0,1980,1,1,0,3,1,1
11483,400,399,0,0,0,1980.5,0,1,0,5,0,1
11501,398,434,0,0,1,1980.25,0,1,1,9,0,0
11521,470,520,0,0,0,1980,1,1,0,11,0,1
11527,424,506,0,0,0,1979.75,0,1,0,5,1,1
11553,580,626,1,0,0,1980,1,1,0,13,0,1
11585,421,468,0,1,0,1980,1,1,1,13,1,1
11597,,,0,1,0,1980.25,1,1,0,1,0,1
11658,461,536,0,0,1,1980.5,1,0,1,24,0,0
11674,427,459,0,0,0,1980.5,0,1,0,13,1,1
11703,443,473,0,1,0,1979.75,0,1,0,7,1,1
11729,497,547,1,0,1,1980,1,0,1,11,0,1
11786,,,0,1,1,1980.5,0,0,1,1,0,0
11817,425,520,0,1,0,1979.5,0,1,0,8,1,1
11834,408,412,0,1,0,1979.5,1,1,0,5,1,1
11871,450,513,1,0,0,1980,1,1,0,7,0,1
11887,456,520,1,0,0,1980,1,1,1,14,0,1
11912,439,494,0,1,0,1979.75,0,1,1,4,0,1
11962,456,506,1,0,0,1980.5,0,1,0,17,0,1
11982,418,536,0,1,1,1980.25,0,0,0,9,0,0
11999,430,478,0,0,0,1980,1,1,0,17,1,1
12032,424,478,0,1,0,1980,0,1,0,8,1,1
12048,400,500,0,1,0,1979,1,1,1,11,0,1
12059,424,459,0,1,0,1980.5,0,1,0,15,0,1
12077,410,478,1,0,0,1980.25,0,1,0,13,1,1
12169,411,484,0,1,1,1980.5,1,0,1,2,0,0
12183,425,484,0,1,0,1979.75,0,1,0,8,1,1
12215,495,559,1,0,0,1979.75,0,1,0,10,1,1
12241,456,520,0,1,0,1980,0,1,0,4,0,1
12282,453,513,0,1,0,1980.5,0,1,0,0,0,1
12298,476,520,1,0,0,1980.5,0,1,0,18,0,1
12311,437,494,1,0,0,1979.75,0,0,0,0,0,1
12365,419,473,0,0,0,1980.25,0,0,0,4,0,1
12375,428,478,0,1,1,1979.75,1,0,1,12,1,1
12415,522,459,1,0,0,1980,0,1,0,5,0,1
12430,472,500,0,1,0,1980.25,1,1,0,4,1,1
12457,470,513,0,1,1,1980.5,0,0,1,3,0,0
12480,443,484,0,1,0,1980,0,0,0,21,0,1
12490,453,506,1,0,0,1980.5,0,1,0,12,0,1
12513,,444,1,0,1,1980,0,0,1,6,0,0
12607,,,0,1,1,1980,0,0,1,3,0,0
12654,431,454,0,0,0,1980.25,0,1,0,5,1,1
12663,433,468,1,0,1,1979.75,0,0,1,22,1,1
12705,,489,1,0,0,1980,1,1,1,10,1,1
12758,485,576,1,0,0,1979.75,0,1,0,14,0,1
12794,458,484,0,0,0,1980.5,0,1,0,3,0,1
12809,421,449,0,1,1,1980.5,1,0,1,12,1,1
12829,431,459,0,0,1,1980.25,1,0,1,15,1,0
12840,391,439,0,1,0,1979.75,0,1,1,7,1,1
12858,416,459,0,0,0,1980.5,0,1,1,0,0,1
12876,,,0,1,0,1979.25,0,0,1,5,0,1
12909,451,439,1,0,0,1980.25,1,1,1,,0,0
12966,445,494,0,0,0,1979.75,1,0,1,4,1,1
13003,407,478,1,0,1,1980.5,1,0,1,3,0,0
13017,397,365,1,0,1,1980.5,0,0,1,17,1,1
13046,448,449,1,0,0,1979.75,0,1,1,14,1,1
13126,455,478,0,1,0,1979.75,1,1,0,13,1,1
13151,413,454,0,1,1,1980,1,0,1,2,0,0
13179,422,454,1,0,0,1980.5,1,1,0,8,1,1
13195,440,468,1,0,0,1980.5,1,1,1,21,1,1
13270,455,513,0,0,0,1979.75,1,1,1,2,0,1
13336,393,423,0,0,0,1980.75,0,0,0,4,0,1
13360,437,559,0,0,1,1980,0,0,1,10,0,0
13370,425,478,0,0,0,1980.5,1,1,0,17,1,1
13388,390,399,1,0,0,1980.25,0,1,1,8,1,1
13421,437,494,0,1,0,1980.25,0,1,0,6,0,1
13469,422,423,1,0,0,1980.25,0,1,0,11,0,1
13542,436,473,0,0,0,1979.75,1,0,1,24,1,1
13633,414,459,0,1,0,1980,0,1,1,6,1,1
13649,495,559,1,0,1,1980,0,0,1,24,1,1
13670,455,576,1,0,0,1979.75,1,1,0,21,1,1
13694,418,494,0,1,1,1980.25,0,0,1,2,0,0
13705,497,602,0,1,0,1979.5,0,1,0,18,1,1
13722,425,500,0,1,0,1979.5,0,1,0,8,1,1
13759,451,449,0,0,0,1980,0,1,1,2,0,1
13772,442,494,0,0,0,1980.25,0,1,0,12,0,1
13791,456,484,1,0,0,1980,1,0,1,12,1,1
13818,413,489,1,0,1,1980.5,0,0,1,1,0,0
13852,413,439,0,0,0,1979.25,0,1,1,5,0,1
13871,,,1,0,0,1980,0,1,1,21,1,1
13918,,,0,0,0,1980.25,0,1,0,11,0,1
13975,425,489,0,0,0,1979.75,0,1,0,5,0,1
13991,411,444,0,0,0,1979.75,0,1,1,4,0,1
14073,448,506,0,1,0,1980.5,0,1,1,8,1,1
14089,425,528,0,0,1,1980.5,1,0,1,0,0,1
14109,393,412,0,0,0,1979.25,1,1,1,13,0,1
14129,410,418,1,0,1,1980,0,0,1,2,0,1
14138,398,459,0,1,0,1980.5,0,1,1,6,1,1
14192,434,489,0,0,1,1980,0,0,0,9,0,0
14287,,,0,0,0,1978,1,1,1,15,1,1
14295,425,434,0,1,0,1979.75,1,1,1,27,0,1
14310,424,559,0,0,0,1979.75,0,1,0,19,0,1
14394,430,478,0,0,1,1980.5,0,0,1,7,1,1
14406,470,626,0,1,1,1980.75,0,0,1,3,0,0
14423,565,626,0,1,0,1979.75,0,1,0,14,1,1
14447,421,473,0,1,0,1980,1,1,0,1,0,1
14510,538,513,0,0,0,1980.25,0,1,0,10,0,1
14522,397,418,0,0,1,1979.5,1,0,1,6,1,1
14539,410,454,0,0,0,1980.5,1,1,0,6,1,1
14575,455,602,0,1,0,1980,1,1,0,9,1,1
14583,407,463,1,0,0,1979.75,1,1,0,15,0,1
14606,510,559,1,0,0,1980.25,0,1,0,13,0,1
14622,442,520,0,1,1,1980.25,0,0,1,11,0,1
14636,450,468,1,0,0,1980.25,0,1,0,9,1,1
14654,439,500,0,0,0,1979.25,0,1,0,16,0,1
14678,461,547,0,1,1,1979.75,0,0,1,2,0,1
14703,518,559,1,0,1,1980,0,0,0,24,1,1
14711,434,506,0,1,0,1979.75,1,1,0,15,0,1
14735,451,473,1,0,0,1980,1,1,0,27,0,1
14799,419,459,0,1,0,1980,0,1,0,12,0,1
14811,400,418,0,0,0,1980.5,0,0,1,10,1,1
14822,421,468,1,0,1,1979.75,1,0,1,3,0,0
14839,408,473,0,0,0,1979.75,1,1,1,2,0,1
14881,388,423,1,0,0,1980,1,1,1,12,1,1
14911,451,536,0,0,0,1980,0,1,0,15,1,1
14951,418,449,1,0,1,1979.75,1,0,1,2,0,1
14970,,,1,0,1,1980.5,1,0,1,10,0,0
14982,419,484,1,0,1,1979.75,0,0,1,1,0,1
15035,410,429,0,0,0,1980.5,1,1,1,16,0,1
15053,414,468,0,1,0,1980.25,0,1,1,12,0,1
15083,453,494,0,0,0,1980.5,1,1,0,13,1,1
